trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
368,False,"{'a': 0.5, 'e': 0.025476469946681016}",25,13,11.428188574126969,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
369,False,"{'a': 0.5, 'e': 0.025222974835227212}",30,12,37.29095003575509,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
370,False,"{'a': 0.5, 'e': 0.024972002042276155}",20,8,20.073428147190704,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.024723526470339388}",20,0,27.90477997679879,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
372,False,"{'a': 0.5, 'e': 0.02447752327165267}",25,11,23.877914785857538,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.024233967845691113}",20,12,15.496922156293255,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.023992835836709175}",20,12,15.506040585906742,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.023754103131304997}",20,12,14.617480960101144,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.023517745856009107}",20,10,17.98183024936851,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.023283740374897}",25,16,7.462696686321889,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.02305206328722557}",25,15,22.413512880201903,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.02282269142509297}",20,11,16.889384287038165,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.022595601851121864}",20,5,-17.635986171257866,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
381,False,"{'a': 0.5, 'e': 0.02237077185616559}",20,12,13.61669808893397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.5, 'e': 0.022148178957037315}",25,12,9.846088651866399,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.02192780089426161}",25,14,20.558074991347386,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.02170961562984857}",20,12,16.826196818159243,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.021493601345089923}",30,18,22.403658405351827,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.02127973643837717}",20,12,16.393596433443047,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.021067999523041434}",25,0,38.80964260324162,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
388,False,"{'a': 0.5, 'e': 0.02085836942521472}",25,5,32.47823860873078,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.5, 'e': 0.020650825181712566}",30,15,17.709925164428782,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.020445346037937653}",25,7,38.55084242005891,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.02024191144580439}",25,2,35.544492993145845,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.5, 'e': 0.020040501061684014}",35,0,46.64531917586664,"{0: 34, 1: 0, 2: 1, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.019841094744370288}",25,11,28.233390134473655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
394,False,"{'a': 0.5, 'e': 0.019643672553065292}",25,1,40.39986708624761,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.5, 'e': 0.01944821474538539}",25,13,25.10134449418848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.01925470177538692}",25,14,18.83273383454383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.019063114291611637}",20,12,14.038888122453933,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.018873433135151486}",20,6,24.609102577054827,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.018685639337732773}",25,0,39.98541939230591,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
400,False,"{'a': 0.5, 'e': 0.018499714119819242}",30,10,36.69333089823131,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.01831563888873418}",30,6,31.67001847511011,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.018133395236801075}",20,12,12.772038051933492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.01795296493950285}",35,17,34.22287634727176,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.01777432995365944}",25,11,24.814166683244277,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.017597472415623393}",20,14,8.830508265253606,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.017422374639493515}",25,18,15.957769090851484,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.5, 'e': 0.017249019115346265}",20,0,19.64390249273669,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
408,False,"{'a': 0.5, 'e': 0.017077388507484793}",20,12,7.54261391650236,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.01690746565270528}",20,11,14.747359108945888,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.016739233558580632}",20,0,-34.68512481228019,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 1}",0
411,False,"{'a': 0.5, 'e': 0.016572675401761255}",30,4,42.054720864748475,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.016407774526292645}",35,18,30.981528622405506,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.01624451444194987}",30,15,30.013323352322352,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.016082878822588433}",20,0,28.87124184537484,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.015922851504511698}",25,4,37.37845912159899,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.5, 'e': 0.015764416484854486}",25,15,17.60632315309364,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.01560755791998283}",20,6,22.417653618906755,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.5, 'e': 0.015452260123909515}",20,10,17.593011103373044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.015298507566725518}",30,4,48.89652777033614,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.01514628487304698}",25,11,24.25304240968709,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.014995576820477703}",20,13,13.310076832228447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.014846368338086832}",35,23,24.609318973387463,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.014698644504901784}",30,19,20.953005250069886,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.014552390548416123}",20,10,21.08343057163868,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.5, 'e': 0.01440759184311235}",30,20,21.28580519933595,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.014264233908999256}",20,8,22.14081764188401,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.014122302410163962}",20,0,34.78927958162401,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.013981783153338296}",20,12,13.931452280533101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.013842662086479501}",25,9,28.399927102102602,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.5, 'e': 0.013704925297364945}",25,13,20.17470276740899,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.013568559012200934}",30,20,15.571383186992577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.013433549594245302}",30,3,33.97592385354409,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.013299883542443767}",30,20,19.061803845213035,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.013167547490079751}",30,20,18.30305000004627,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.013036528203437736}",20,14,9.900829854399912,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.5, 'e': 0.012906812580479862}",20,13,10.752891805312727,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.01277838764953576}",25,12,25.340872647003177,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.012651240568005305}",20,13,13.298040513223574,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.012525358621074385}",20,9,21.33814157381046,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.012400729220443406}",25,10,29.167865206485754,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.012277339903068436}",30,17,-22.051316959095384,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
442,False,"{'a': 0.5, 'e': 0.012155178329914935}",30,4,40.26848036852998,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.012034232284723775}",35,0,51.89481472693203,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
444,False,"{'a': 0.5, 'e': 0.011914489672789647}",25,9,30.638392575629073,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.011795938519751562}",30,11,32.64063503470497,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.011678566970395442}",25,15,18.86250701447273,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.011562363287468536}",20,16,7.212484797309331,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.01144731585050571}",25,2,39.22165333240568,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.011333413154667387}",20,8,22.02114107945296,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.011220643809589084}",25,0,35.983403923737825,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
451,False,"{'a': 0.5, 'e': 0.011108996538242306}",25,13,22.916113983415507,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.5, 'e': 0.010998460175806881}",30,11,34.51114469406533,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.5, 'e': 0.01088902366855444}",20,12,15.54745552237805,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.5, 'e': 0.010780676072743084}",20,13,14.443043324941124,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.5, 'e': 0.010673406553522925}",25,15,-5.014530736947925,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
456,False,"{'a': 0.5, 'e': 0.010567204383852655}",20,4,31.733411273490837,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.5, 'e': 0.010462058943426795}",25,20,10.352735255897324,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.5, 'e': 0.010357959717613696}",25,11,26.665013276905984,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.5, 'e': 0.010254896296404022}",20,12,14.008826052524439,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.5, 'e': 0.010152858373369763}",25,15,17.7455811398789,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.5, 'e': 0.010051835744633576}",25,19,9.97220211447473,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.5, 'e': 0.00995181830784842}",25,15,16.617416935767,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
463,False,"{'a': 0.5, 'e': 0.009852796061187257}",20,0,28.81353950239017,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.5, 'e': 0.009754759102342903}",30,15,25.343256847825955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.5, 'e': 0.009657697627537777}",20,14,13.114160346418362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.5, 'e': 0.009561601930543505}",20,4,25.30176139900075,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.5, 'e': 0.009466462401710323}",30,20,18.319774792518466,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.5, 'e': 0.009372269527006058}",25,13,22.83158571197354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.5, 'e': 0.009279013887064744}",20,8,17.099154657501103,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.5, 'e': 0.009186686156244664}",35,22,22.0862840394833,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.5, 'e': 0.009095277101695816}",20,8,21.762088873825057,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.5, 'e': 0.00900477758243656}",20,14,10.068267393111956,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.5, 'e': 0.008915178548439553}",25,19,12.783699628271066,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.5, 'e': 0.008826471039726723}",30,20,15.381066768943647,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.5, 'e': 0.00873864618547329}",25,11,21.565695109207347,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.5, 'e': 0.008651695203120634}",25,16,-3.209138082463456,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
477,False,"{'a': 0.5, 'e': 0.00856560939749806}",20,4,1.602751431720453,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
478,False,"{'a': 0.5, 'e': 0.00848038015995326}",25,9,25.065721672652828,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.5, 'e': 0.00839599896749147}",25,12,26.23777750372483,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.5, 'e': 0.008312457381923119}",35,23,19.804695576487475,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.5, 'e': 0.00822974704902003}",25,13,22.071602456213103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.5, 'e': 0.008147859697679982}",20,8,19.5418379478092,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.5, 'e': 0.008066787139099614}",20,10,19.155271682574416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.5, 'e': 0.007986521265955502}",35,18,34.20781284980375,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.5, 'e': 0.007907054051593441}",20,0,-7.934228357408433,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
486,False,"{'a': 0.5, 'e': 0.007828377549225767}",30,14,28.249322573088108,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.5, 'e': 0.007750483891136692}",30,14,20.620126729442035,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.5, 'e': 0.007673365287895489}",25,12,24.303944429442392,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.5, 'e': 0.007597014027577567}",25,15,20.344735910719365,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.5, 'e': 0.00752142247499327}",20,9,21.934793798282136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.5, 'e': 0.007446583070924338}",20,2,30.675135878191597,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.5, 'e': 0.007372488331368012}",30,16,27.468481307490027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.5, 'e': 0.007299130846788583}",25,10,25.976368298124395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.5, 'e': 0.0072265032813764625}",25,0,39.778869059015214,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
495,False,"{'a': 0.5, 'e': 0.007154598372314579}",25,11,23.38385154977614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.5, 'e': 0.0070834089290521185}",35,15,33.0996370789679,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.5, 'e': 0.007012927832585425}",25,12,19.22776809139296,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.5, 'e': 0.0069431480347461145}",25,13,-19.594657984250652,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
499,False,"{'a': 0.5, 'e': 0.006874062557496248}",25,0,33.38596105923354,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
500,False,"{'a': 0.5, 'e': 0.006805664492230543}",20,6,21.39253570886406,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.5, 'e': 0.006737946999085467}",25,16,15.095372320164214,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.5, 'e': 0.006670903306255274}",20,8,14.236524116376582,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.5, 'e': 0.006604526709314805}",20,8,23.333866671070425,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.5, 'e': 0.006538810570549064}",25,3,33.322747857587686,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.5, 'e': 0.006473748318289405}",25,0,35.78205371086423,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
506,False,"{'a': 0.5, 'e': 0.006409333446256383}",25,9,-16.33895709967331,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
507,False,"{'a': 0.5, 'e': 0.00634555951290911}",25,2,41.312513053900204,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.5, 'e': 0.006282420140801118}",20,14,12.221428809957892,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.5, 'e': 0.006219909015942573}",20,13,13.290509399499312,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.5, 'e': 0.006158019887168897}",20,0,24.93843468184279,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
511,False,"{'a': 0.5, 'e': 0.006096746565515633}",25,0,41.976523228893484,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
512,False,"{'a': 0.5, 'e': 0.006036082923599565}",20,12,15.6859068433589,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.5, 'e': 0.005976022895005943}",30,16,25.673320963147823,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.5, 'e': 0.005916560473681857}",20,12,15.581626014617218,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.5, 'e': 0.0058576897133356225}",25,5,-7.5667255049582325,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
516,False,"{'a': 0.5, 'e': 0.005799404726842141}",20,5,24.143779626281955,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.5, 'e': 0.005741699685654202}",20,16,8.42791421188859,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.5, 'e': 0.005684568819219595}",35,0,57.05251649592597,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
519,False,"{'a': 0.5, 'e': 0.005628006414404065}",30,16,20.6990382992819,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.5, 'e': 0.005572006814919993}",25,16,15.436626179683374,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.5, 'e': 0.0055165644207607716}",20,14,11.278984133397719,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.5, 'e': 0.005461673687640779}",25,5,29.714625015048583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.5, 'e': 0.00540732912644096}",25,10,26.423402608239698,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.5, 'e': 0.005353525302659903}",20,16,10.16585470604415,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.5, 'e': 0.005300256835870402}",25,11,22.595751475428266,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.5, 'e': 0.005247518399181385}",35,21,27.053129877554355,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.5, 'e': 0.005195304718705231}",35,21,24.749846429007746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.5, 'e': 0.005143610573030379}",30,19,18.06222783240093,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.5, 'e': 0.00509243079269919}",20,16,8.396657581730258,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.5, 'e': 0.005041760259690979}",25,0,38.58316232330736,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
531,False,"{'a': 0.5, 'e': 0.004991593906910217}",20,12,16.76955052558738,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.5, 'e': 0.004941926717679818}",25,11,24.180187000136037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.5, 'e': 0.004892753725239476}",30,17,27.99148912582839,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.5, 'e': 0.004844070012248967}",20,6,23.30217979153872,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.5, 'e': 0.004795870710296421}",25,9,31.381205328731355,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.5, 'e': 0.004748150999411473}",20,3,24.500864762492732,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.5, 'e': 0.004700906107583276}",20,12,15.453057966736726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.5, 'e': 0.004654131310283272}",20,12,15.625801792764225,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.5, 'e': 0.004607821929992752}",25,11,27.232931118731187,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.5, 'e': 0.004561973335735096}",20,0,29.318786918974343,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
541,False,"{'a': 0.5, 'e': 0.004516580942612666}",25,17,14.128344995796722,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.5, 'e': 0.004471640211348332}",20,14,9.967687554366563,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.5, 'e': 0.004427146647831511}",30,20,18.926114173594232,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.5, 'e': 0.004383095802668776}",25,4,35.62243202870742,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.5, 'e': 0.004339483270738895}",20,14,12.253365882426163,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
546,False,"{'a': 0.5, 'e': 0.00429630469075234}",25,0,40.9726720095868,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
547,False,"{'a': 0.5, 'e': 0.004253555744815125}",20,12,16.035601552834674,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.5, 'e': 0.004211232157997035}",30,18,20.255325248563658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.5, 'e': 0.0041693296979041115}",20,1,31.14154276254784,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.5, 'e': 0.004127844174255436}",25,8,31.955597321537805,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.5, 'e': 0.004086771438464067}",35,5,50.971918862237004,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.5, 'e': 0.004046107383222199}",30,13,26.241185605014255,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.004005847942090417}",20,0,29.03623697422349,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
